SYMBOL,Industry,CLOSE,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Segment,Confluence_Score,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Regime
GMDCLTD,Metals & Mining,562.25,566.3499999999999,563.6166666666666,0.4861419890321651,0.03333333333333333,Lower,Short,Bearish,Cash Only,-2,Short,88,Strong confirmation,CPR width: 0.4861% (12/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.06x) (20/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk Off
BBOX,Diversified,719.95,726.85,722.2500000000001,0.6389332592541022,0.18333333333333332,Lower,Short,Bearish,Cash Only,-2,Short,88,Strong confirmation,CPR width: 0.6389% (12/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.19x) (20/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk Off
VSTTILLERS,Diversified,4208.5,4256.4,4224.466666666667,0.7587818304225373,0.21666666666666667,Lower,Short,Bearish,Cash Only,-4,Short,88,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (2.78x) (20/20); Higher timeframe: strongly aligned (-4) (20/20),Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,Risk Off
GROWW,Financial Services,189.41,191.5,190.10666666666663,0.7356176196258769,0.23333333333333334,Lower,Short,Bearish,Cash Only,-4,Short,84,Strong confirmation,CPR width: 0.7356% (12/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: moderate (0.96x) (12/20); Higher timeframe: strongly aligned (-4) (20/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk Off
EASEMYTRIP,Diversified,5.99,6.0600000000000005,6.013333333333332,0.7790762381747685,0.16666666666666666,Lower,Short,Bearish,Cash Only,-2,Short,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.38x) (20/20); Higher timeframe: aligned (-2) (16/20),Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,Risk Off
GOPAL,Diversified,270.3,273.5,271.3666666666667,0.7892465162165466,0.2,Lower,Short,Bearish,Cash Only,-2,Short,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.49x) (20/20); Higher timeframe: aligned (-2) (16/20),Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,Risk Off
APEX,Diversified,374.7,380.25,376.55000000000007,0.9874566319722262,0.11666666666666667,Lower,Short,Bearish,Cash Only,-2,Short,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.37x) (20/20); Higher timeframe: aligned (-2) (16/20),Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,Risk Off
PRIVISCL,Diversified,3345.9,3397.25,3363.0166666666664,1.0231427518256246,0.06666666666666667,Lower,Short,Bearish,Cash Only,-2,Short,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (2.17x) (20/20); Higher timeframe: aligned (-2) (16/20),Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,Risk Off
EMBDL,Diversified,59.63,60.75,60.00333333333333,1.2521661356140694,0.06666666666666667,Lower,Short,Bearish,Cash Only,-2,Short,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.49x) (20/20); Higher timeframe: aligned (-2) (16/20),Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,Risk Off
WEL,Diversified,80.84,84.89500000000001,82.19166666666666,3.344054098631058,0.03333333333333333,Lower,Short,Bearish,Cash Only,-2,Short,84,Strong confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (33.74x) (20/20); Higher timeframe: aligned (-2) (16/20),Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,Risk Off
