SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Nifty500,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Applies,Timeframe
20MICRONS,20260403,139.81,151.59,129.61,149.9,67349654.87,20 MICRONS LTD,20260403,143.70000000000002,140.60000000000002,146.8,146.8,140.60000000000002,6.199999999999989,4.1360907271514264,Wide,Bullish,Above CPR,Unclassified,False,False,False,1.0,35,86605361.98,Outside,True,Unknown,False,16.169999999999998,,,0.38342609771181135,0.7776614903538331,False,False,No setup,Week 06 Apr – 10 Apr 2026,Weekly
21STCENMGM,20260403,29.47,29.47,28.5,28.82,139865.39,21ST CENTURY MGMT SERVICE,20260403,28.929999999999996,28.985,28.874999999999993,28.985,28.874999999999993,0.11000000000000654,0.3816793893129998,Moderate,Bearish,Below CPR,Unclassified,False,False,False,0.05714285714285714,35,1060288.5,Lower,True,Unknown,True,3.114285714285715,,,0.03532110091743328,0.13191257851047145,False,False,No setup,Week 06 Apr – 10 Apr 2026,Weekly
360ONE,20260403,969.1,982.7,915.0,933.85,2459883011.4,360 ONE WAM LIMITED,20260403,943.85,948.85,938.85,948.85,938.85,10.0,1.0708357873320127,Wide,Bearish,Below CPR,Financial Services,True,False,False,0.6571428571428571,35,3870983921.8,Lower,True,Unknown,False,77.02857142857147,,,0.12982195845697322,0.6354671218205833,False,False,No setup,Week 06 Apr – 10 Apr 2026,Weekly
3IINFOLTD,20260403,13.5,15.02,13.21,14.83,53318593.05,3I INFOTECH LIMITED,20260403,14.353333333333333,14.115,14.591666666666667,14.591666666666667,14.115,0.47666666666666657,3.214205439424589,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.9142857142857143,35,33951439.49,Higher,True,Unknown,False,1.2657142857142856,,,0.37659894657637316,1.5704368901855947,False,False,No setup,Week 06 Apr – 10 Apr 2026,Weekly
3MINDIA,20260403,30855.0,31305.0,28730.0,29735.0,671254740.0,3M INDIA LIMITED,20260403,29923.333333333332,30017.5,29829.166666666664,30017.5,29829.166666666664,188.33333333333576,0.6333725688022054,Moderate,Bearish,Below CPR,Diversified,True,False,False,0.3142857142857143,35,626995695.0,Lower,True,Unknown,False,2600.0,,,0.07243589743589837,1.0705890731833494,False,False,No setup,Week 06 Apr – 10 Apr 2026,Weekly
3PLAND,20260403,30.99,33.0,28.51,32.48,351058.54000000004,3P LAND HOLDINGS LIMITED,20260403,31.330000000000002,30.755000000000003,31.905,31.905,30.755000000000003,1.1499999999999986,3.5406403940886655,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.9142857142857143,35,1184212.93,Higher,True,Unknown,False,3.9750000000000005,,,0.28930817610062853,0.29644883205252626,False,False,No setup,Week 06 Apr – 10 Apr 2026,Weekly
5PAISA,20260403,258.0,293.99,245.5,285.38,96674035.39,5PAISA CAPITAL LIMITED,20260403,274.95666666666665,269.745,280.1683333333333,280.1683333333333,269.745,10.42333333333329,3.652440021491797,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.9428571428571428,35,83346314.9,Overlapping,True,Unknown,False,36.23142857142857,,,0.2876876166443223,1.1599077356448304,False,False,No setup,Week 06 Apr – 10 Apr 2026,Weekly
63MOONS,20260403,487.8,512.0,467.0,495.65,335211399.85,63 MOONS TECHNOLOGIES LTD,20260403,491.55,489.5,493.6,493.6,489.5,4.100000000000023,0.8271966105114542,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.2857142857142857,35,432486694.05,Overlapping,True,Unknown,False,71.125,,,0.057644991212654095,0.7750791052342666,False,False,No setup,Week 06 Apr – 10 Apr 2026,Weekly
AAATECH,20260403,88.03,93.49,88.03,92.21,3449270.9,AAA TECHNOLOGIES LIMITED,20260403,91.24333333333333,90.75999999999999,91.72666666666666,91.72666666666666,90.75999999999999,0.9666666666666686,1.048331706611722,Wide,Bullish,Above CPR,Unclassified,False,False,False,0.3333333333333333,18,8578367.92,Overlapping,True,Unknown,False,13.044285714285715,,,0.07410652356441441,0.4020894104994275,False,False,No setup,Week 06 Apr – 10 Apr 2026,Weekly
AADHARHFC,20260403,442.6,456.55,433.25,439.1,410778143.15000004,AADHAR HOUSING FINANCE L,20260403,442.9666666666667,444.9,441.0333333333334,444.9,441.0333333333334,3.8666666666665606,0.8805890837318515,Wide,Bearish,Below CPR,Financial Services,True,False,False,0.6,35,818149269.65,Lower,True,Unknown,False,30.860714285714284,,,0.12529414033869193,0.5020821485616296,False,False,No setup,Week 06 Apr – 10 Apr 2026,Weekly
