SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup
OILCOUNTUB,EQ,OIL COUNTRY TUBULAR LTD,41.95,41.95,40.95,41.45,61333,2542076.46,20260408,41.45,41.45,41.45,41.45,41.45,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,2368864.51,Higher,False,No setup
GATECH,EQ,GACM TECHNOLOGIES LIMITED,0.49,0.51,0.49,0.5,8696516,4356540.21,20260408,0.5,0.5,0.5,0.5,0.5,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.10833333333333334,60,2748959.895,Higher,False,No setup
AURIGROW,EQ,AURI GROW INDIA LIMITED,0.3,0.3,0.3,0.3,1658375,497512.5,20260408,0.3,0.3,0.3,0.3,0.3,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.14285714285714285,49,2898734.85,Higher,False,No setup
OSIAHYPER,EQ,OSIA HYPER RETAIL LIMITED,3.68,3.68,3.68,3.68,145571,535701.28,20260408,3.68,3.68,3.68,3.68,3.68,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.09166666666666666,60,4664583.99,Higher,False,No setup
VITAL,EQ,VITAL CHEMTECH LIMITED,54.78,54.78,54.78,54.78,1900,104082.0,20260408,54.78,54.78,54.78,54.78,54.78,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.1111111111111111,18,502862.475,Higher,False,No setup
VIVIMEDLAB,EQ,VIVIMED LABS LIMITED,6.68,6.68,6.68,6.68,42802,285917.36,20260408,6.68,6.68,6.68,6.68,6.68,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.075,60,1541125.605,Higher,False,No setup
VLEGOV,EQ,VL E GOV AND IT SOL LTD,12.57,12.57,12.57,12.57,77226,970730.82,20260408,12.57,12.57,12.57,12.57,12.57,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,7317136.025,Higher,False,No setup
ACL,EQ,ANDHRA CEMENTS LIMITED,52.03,52.03,52.03,52.03,6058,315197.74,20260408,52.03,52.03,52.03,52.03,52.03,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,1381160.51,Higher,False,No setup
VIVIDHA,EQ,VISAGAR POLYTEX LTD,0.59,0.65,0.59,0.62,999738,621004.01,20260408,0.62,0.62,0.62,0.62,0.62,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.11666666666666667,60,179087.235,Higher,False,No setup
SHRIRAMPPS,EQ,SHRIRAM PROPERTIES LTD,71.3,79.7,71.06,75.38,4775097,365839049.4,20260408,75.38,75.38,75.38,75.38,75.38,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,34895043.29000001,Higher,False,No setup
VISHNU,EQ,VISHNU CHEMICALS LIMITED,525.05,528.5,515.8,522.15,111700,58483992.25,20260408,522.15,522.15,522.15,522.15,522.15,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,33466000.525,Higher,False,No setup
