TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Industry,Nifty500,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
2026-08-21,2026-08-21,CM,NSE,STK,28805,INE0JPD01013,SANATHAN,EQ,,,,,SANATHAN TEXTILES LIMITED,472.0,473.75,457.65,465.6,466.0,461.25,,465.6,,,73098,33848880.55,2669,F1,1,,,,,,Cash Only,Unclassified,False,465.6666666666667,465.7,465.6333333333334,465.7,465.6333333333334,0.06666666666660603,0.014318442153480677,Narrow,Bearish,Below CPR,False,True,0.03333333333333333,60,11746386.95,Higher,True,Neutral,True,19.942857142857143,456.51700000000005,440.4435,0.003342884431706606,2.8816418779733795,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,2,2
2026-08-21,2026-08-21,CM,NSE,STK,22675,INE646H01017,CAPITALSFB,EQ,,,,,CAPITAL SMALL FIN BANK L,285.0,286.05,283.5,284.7,284.1,287.45,,284.77,,,15111,4296292.1,344,F1,1,,,,,,Cash Only,Unclassified,False,284.75,284.775,284.725,284.775,284.725,0.049999999999954525,0.017562346329453644,Narrow,Bearish,Below CPR,False,True,0.016666666666666666,60,8528644.45,Lower,True,Neutral,True,7.549999999999991,291.428,279.2573,0.006622516556285376,0.5037485294629676,False,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,2,2
2026-08-21,2026-08-21,CM,NSE,STK,6792,INE04AK01028,SBC,EQ,,,,,SBC EXPORTS LIMITED,39.75,40.4,39.75,40.1,40.1,39.86,,40.1,,,6273410,251699122.25,5057,F1,1,,,,,,Cash Only,Unclassified,False,40.083333333333336,40.075,40.09166666666667,40.09166666666667,40.075,0.01666666666666572,0.04156275976724618,Narrow,Bullish,Above CPR,True,False,0.11666666666666667,60,376083078.24,Higher,True,Neutral,True,1.9078571428571434,41.138600000000004,37.8029,0.008735804317982779,0.6692646832926008,False,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,2,2
2026-08-21,2026-08-21,CM,NSE,STK,18096,INE797F01020,JUBLFOOD,EQ,,,,,JUBILANT FOODWORKS LTD,512.15,512.15,500.5,506.75,506.75,507.3,,506.71,,,937437,474501519.4,20998,F1,1,,,,,,Cash Only,Consumer Services,True,506.4666666666667,506.325,506.6083333333334,506.6083333333334,506.325,0.2833333333334167,0.05591185660254893,Narrow,Bullish,Above CPR,True,False,0.13333333333333333,60,913312989.075,Overlapping,True,Neutral,True,16.910714285714278,446.167,448.755,0.016754663850761714,0.5195387836108335,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,2,2
2026-08-21,2026-08-21,CM,NSE,STK,13126,INE461B01014,REPRO,EQ,,,,,REPRO INDIA LIMITED,326.85,326.85,320.55,324.0,323.85,324.9,,324.0,,,4740,1533365.3,248,F1,1,,,,,,Cash Only,Unclassified,False,323.8,323.70000000000005,323.9,323.9,323.70000000000005,0.1999999999999318,0.06172839506170734,Narrow,Bullish,Above CPR,True,False,0.06666666666666667,60,4087647.95,Lower,True,Neutral,True,17.900000000000002,361.971,361.35450000000003,0.011173184357538087,0.3751216637920103,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,2,2
2026-08-21,2026-08-21,CM,NSE,STK,10217,INE931S01010,ADANIENSOL,EQ,,,,,ADANI ENERGY SOLUTION LTD,1556.9,1559.5,1527.3,1541.9,1541.9,1548.5,,1541.77,,,2335751,3604492158.4,95071,F1,1,,,,,,Cash Only,Power,True,1542.9000000000003,1543.4,1542.4000000000005,1543.4,1542.4000000000005,0.9999999999995453,0.06485504896553247,Narrow,Bearish,Below CPR,False,True,0.11666666666666667,60,3650854101.05,Lower,True,Neutral,True,43.45714285714286,1604.9919999999997,1463.8045000000002,0.023011176857320237,0.9873010694575096,False,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,2,2
2026-08-21,2026-08-21,CM,NSE,STK,7982,INE291A01017,GRWRHITECH,EQ,,,,,GARWARE HI-TECH FILMS LTD,7110.0,7171.5,7060.0,7123.5,7150.0,7109.5,,7123.3,,,20216,143896896.5,4408,F1,1,,,,,,Cash Only,Unclassified,False,7118.333333333333,7115.75,7120.916666666666,7120.916666666666,7115.75,5.16666666666606,0.0725298893334184,Narrow,Bullish,Above CPR,True,False,0.1,60,348531451.5,Higher,True,Neutral,True,257.7142857142857,6924.52,5857.045,0.02004804138950245,0.4128663163129196,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,2,2
2026-08-21,2026-08-21,CM,NSE,STK,11549,INE435C01024,TEXINFRA,EQ,,,,,TEXMACO INFRA & HOLDG LTD,107.95,108.8,107.5,108.03,108.0,108.61,,108.03,,,78937,8528304.05,439,F1,1,,,,,,Cash Only,Unclassified,False,108.11000000000001,108.15,108.07000000000002,108.15,108.07000000000002,0.07999999999998408,0.07405350365637701,Narrow,Bearish,Below CPR,False,True,0.1,60,10974990.58,Lower,True,Neutral,True,3.3121428571428586,110.80640000000001,104.7688,0.02415354755229193,0.7770670952138531,False,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,2,2
2026-08-21,2026-08-21,CM,NSE,STK,14116,INE524B01027,GANDHITUBE,EQ,,,,,GANDHI SPL. TUBES LTD,893.2,900.0,882.6,892.35,890.0,894.95,,892.38,,,9708,8660963.05,453,F1,1,,,,,,Cash Only,Unclassified,False,891.65,891.3,892.0,892.0,891.3,0.7000000000000455,0.0784445565081017,Narrow,Bullish,Above CPR,True,False,0.23333333333333334,60,4457001.875,Lower,True,Neutral,True,29.38214285714286,872.34,864.1795,0.023823994165553995,1.9432262522887094,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,2,2
2026-08-21,2026-08-21,CM,NSE,STK,7053,INE793A01012,ACCELYA,EQ,,,,,ACCELYA SOLN INDIA LTD,1135.5,1149.0,1131.1,1138.6,1147.0,1139.5,,1138.69,,,5543,6327194.3,534,F1,1,,,,,,Cash Only,Unclassified,False,1139.5666666666666,1140.05,1139.0833333333333,1140.05,1139.0833333333333,0.966666666666697,0.08489958428479685,Narrow,Bearish,Below CPR,False,True,0.15,60,7182638.4,Higher,True,Neutral,True,17.09285714285722,1129.0,1136.214,0.05655383758183743,0.8809011323749779,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,2,2
