SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup
ADROITINFO,EQ,ADROIT INFOTECH LIMITED,9.7,10.24,9.7,9.97,4298,42887.92,20260507,9.969999999999999,9.969999999999999,9.969999999999999,9.969999999999999,9.969999999999999,0.0,0.0,Narrow,Neutral,Above CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,367008.145,Inside,False,No setup
MGEL,EQ,MANGALAM GLOBAL ENT LTD,14.0,14.39,13.95,14.17,473462,6730150.53,20260507,14.17,14.17,14.17,14.17,14.17,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,3416692.01,Higher,False,No setup
AURIGROW,EQ,AURI GROW INDIA LIMITED,0.34,0.34,0.34,0.34,2671975,908471.5,20260507,0.34,0.34,0.34,0.34,0.34,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.16666666666666666,60,2712881.2649999997,Higher,False,No setup
NSIL,EQ,NALWA SONS INVESTMENT LTD,5860.0,6050.0,5860.0,5955.0,3740,22348837.5,20260507,5955.0,5955.0,5955.0,5955.0,5955.0,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,16106869.1,Higher,False,No setup
VIVIDHA,EQ,VISAGAR POLYTEX LTD,0.57,0.57,0.53,0.55,456982,252799.43,20260507,0.55,0.55,0.55,0.55,0.55,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.14166666666666666,60,179087.235,Inside,False,No setup
BLISSGVS,EQ,BLISS GVS PHARMA LTD,267.95,276.1,267.9,272.0,1041730,284087238.7,20260507,272.0,272.0,272.0,272.0,272.0,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,343299116.03,Higher,False,No setup
FABTECH,EQ,FABTECH TECHNOLOGIES LTD,165.61,167.15,163.07,165.11,74997,12353134.57,20260507,165.11,165.11,165.11,165.11,165.11,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.025,60,26875466.310000002,Higher,False,No setup
NORBTEAEXP,EQ,NORBEN TEA & EXPORTS LTD,72.55,72.55,72.55,72.55,4643,336849.65,20260507,72.55,72.55,72.55,72.55,72.55,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.058823529411764705,17,464441.71,Higher,False,No setup
PIONRINV,EQ,PIONEER INVESTCORP LTD.,105.0,105.0,105.0,105.0,104,10920.0,20260507,105.0,105.0,105.0,105.0,105.0,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.07692307692307693,13,117034.9,Lower,False,No setup
STLTECH,EQ,STERLITE TECHNOLOGIES LTD,358.05,358.05,358.05,358.05,605747,216887713.35,20260507,358.05,358.05,358.05,358.05,358.05,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,1529327045.495,Higher,False,No setup
TPHQ,EQ,TEAMO PRODUCTIONS HQ LTD,0.58,0.59,0.57,0.58,1112644,644820.04,20260507,0.58,0.58,0.58,0.58,0.58,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.075,60,705897.04,Inside,False,No setup
RALLIS,EQ,RALLIS INDIA LTD,265.4,266.9,262.5,264.7,199073,52745489.6,20260507,264.7,264.7,264.7,264.7,264.7,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,82144211.11,Inside,False,No setup
GATECHDVR,EQ,GACM TECHNOLOGIES LIMITED,0.5,0.5,0.48,0.49,660803,327371.35,20260507,0.49,0.49,0.49,0.49,0.49,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Unclassified,False,False,0.13333333333333333,60,229620.035,Inside,False,No setup
TMPV,EQ,TATA MOTORS PASS VEH LTD,360.2,361.45,357.05,359.25,6975162,2505525522.95,20260507,359.25,359.25,359.25,359.25,359.25,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Automobile and Auto Components,False,False,0.016666666666666666,60,3279400353.125,Higher,False,No setup
ISHANCH,EQ,ISHAN DYES N CHEMICALS L,62.0,62.0,59.1,60.55,15251,917523.25,20260507,60.54999999999999,60.55,60.54999999999998,60.55,60.54999999999998,1.4210854715202004e-14,2.346961967828572e-14,Narrow,Bearish,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,800473.5700000001,Lower,True,Watch
INOXGREEN,EQ,INOX GREEN ENERGY SER LTD,195.0,196.1,189.5,192.8,2422937,465195672.47,20260507,192.80000000000004,192.8,192.80000000000007,192.80000000000007,192.8,5.684341886080802e-14,2.948310106888382e-14,Narrow,Bullish,Inside CPR,Cash Only,Unclassified,False,False,0.016666666666666666,60,234828138.32,Inside,True,Watch
NPBET,EQ,TATAAML - NPBET,275.98,277.25,275.76,276.5,2304,638030.69,20260507,276.50333333333333,276.505,276.50166666666667,276.505,276.50166666666667,0.0033333333333303017,0.0012055455093418813,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.016666666666666666,60,200864.625,Higher,True,No setup
PARKHOSPS,EQ,PARK MEDI WORLD LIMITED,246.5,249.0,243.0,245.99,507068,124866906.93,20260507,245.99666666666667,246.0,245.99333333333334,246.0,245.99333333333334,0.006666666666660603,0.002710137268450182,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.016666666666666666,60,166560321.225,Higher,True,No setup
BLSE,EQ,BLS E-SERVICES LIMITED,201.37,202.7,198.94,200.81,117562,23607756.99,20260507,200.8166666666667,200.82,200.8133333333334,200.82,200.8133333333334,0.00666666666660376,0.0033198877877614465,Narrow,Bearish,Below CPR,Cash Only,Unclassified,False,True,0.016666666666666666,60,41694031.565,Higher,True,No setup
ALLDIGI,EQ,ALLDIGI TECH LIMITED,834.9,842.0,820.0,831.05,13998,11638796.95,20260507,831.0166666666668,831.0,831.0333333333335,831.0333333333335,831.0,0.03333333333353039,0.004010990112933084,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.016666666666666666,60,7755194.675,Lower,True,No setup
ZUARI,EQ,ZUARI AGRO CHEMICALS LTD,249.85,249.85,244.1,246.99,95634,23650775.03,20260507,246.98000000000002,246.975,246.98500000000004,246.98500000000004,246.975,0.010000000000047748,0.00404874691284981,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.016666666666666666,60,37227131.805,Higher,True,Long
AXISCADES,EQ,AXISCADES TECH LTD,2140.0,2164.9,2100.2,2132.7,111843,238957804.2,20260507,2132.6,2132.55,2132.6499999999996,2132.6499999999996,2132.55,0.0999999999994543,0.004688892014791312,Narrow,Bullish,Above CPR,Cash Only,Unclassified,True,False,0.05,60,238697562.7,Lower,True,No setup
SWANCORP,EQ,SWAN CORP LIMITED,351.1,363.45,347.4,355.4,2013420,718115104.9,20260507,355.4166666666667,355.42499999999995,355.4083333333334,355.42499999999995,355.4083333333334,0.01666666666653782,0.004689551678823248,Narrow,Bearish,Below CPR,Cash Only,Chemicals,False,True,0.016666666666666666,60,360888696.85,Higher,True,No setup
